Species	Extant	SampT
t1	TRUE	48.23782720134578
t4	FALSE	52.67743093906313
t6	TRUE	42.76357874487386
t7	TRUE	9.340463167869743
t11	FALSE	51.166681021936526
t15	TRUE	36.05849011491472
t15	TRUE	30.700869198186595
t15	TRUE	25.86532797780474
t24	FALSE	33.684640358814676
t31	FALSE	50.6573763435668
t33	TRUE	41.698814236742145
t33	TRUE	33.242701254713765
t40	FALSE	13.464609013504855
t43	FALSE	44.85438302406635
t56	FALSE	33.93445010955863
t58	TRUE	2.7662083788769962
t67	FALSE	27.68990658766174
t76	FALSE	11.516423511050547
t77	FALSE	12.4294899219951
t86	TRUE	24.46949659276128
t87	FALSE	17.78407423228431
t93	FALSE	12.393161517641559
t95	TRUE	15.137008133940085
t106	TRUE	17.438199270075508
t106	TRUE	7.714664231584891
t108	TRUE	15.645201834032761
t110	FALSE	10.309069763662322
t131	TRUE	12.811508334134501
t137	TRUE	20.778302225257548
t137	TRUE	13.57606238818343
t147	TRUE	14.155401468441738
t149	TRUE	21.57656887595727
t168	FALSE	11.670791101481015
t174	FALSE	23.82003744992931
t175	TRUE	13.60683483259696
t183	TRUE	29.166776815365964
t184	FALSE	25.879626596670136
t189	TRUE	5.528726875734591
t191	TRUE	5.559001919090491
t196	FALSE	19.122683513763448
t209	TRUE	6.449570410023696
t209	TRUE	5.726543758357536
t229	FALSE	10.98571982719777
t257	TRUE	4.879487543031715
t272	FALSE	23.145916771967272
t291	TRUE	11.74812145817937
t297	TRUE	3.1677997347479305
t311	TRUE	12.336170576076952
t314	TRUE	10.199771572028226
t323	FALSE	11.16574346977518
t328	TRUE	8.08763565846796
t328	TRUE	6.901708118404102
t379	FALSE	5.602416901638506
t382	TRUE	2.3011216573141837
t388	TRUE	0.8305237472054188
t414	FALSE	16.90973795183929
t418	FALSE	4.998637579872948
t434	FALSE	11.664715518492557
t438	TRUE	1.9175166090159905
t464	TRUE	2.00638235153005
t466	TRUE	6.049046493630854
t472	TRUE	6.039292698899587
t480	FALSE	10.084250453216129
t480	FALSE	7.9493491116416095
t498	FALSE	6.792283658005701
t549	TRUE	1.3830969033784015
t564	FALSE	4.700012411883478
t576	TRUE	0.1988121731438639
t591	TRUE	3.1895383757186835
t616	TRUE	1.9411992705725112
t624	TRUE	2.464171228636687
t654	TRUE	0.4177634790227245
