Species	Extant	SampT
t1	FALSE	34.696098064913784
t2	TRUE	20.88020861560546
t2	TRUE	10.646283426202643
t2	TRUE	5.800136871455599
t3	FALSE	28.08355169647781
t3	FALSE	22.705487779317775
t4	TRUE	35.32866576726443
t4	TRUE	22.620854285433833
t4	TRUE	9.806321851286114
t4	TRUE	9.601119039853486
t4	TRUE	7.3506509516773235
t5	TRUE	24.19398062464521
t5	TRUE	17.7610845963724
t5	TRUE	5.735848155970004
t7	TRUE	25.82167594719319
t7	TRUE	17.65539924474433
t7	TRUE	15.301812815945596
t8	TRUE	10.014236579395096
t9	TRUE	2.7418386875230354
t10	FALSE	30.388427667807136
t10	FALSE	22.21881788500992
t10	FALSE	19.76324907315371
t12	FALSE	22.675237300146225
t13	TRUE	28.53984394323799
t14	TRUE	17.38048377683188
t15	TRUE	16.585693346650096
t16	TRUE	10.168174554163471
t16	TRUE	7.851320981107023
t16	TRUE	6.6081026029437595
t17	TRUE	2.6229912806327462
t18	TRUE	9.041398577235057
t19	FALSE	23.36493823446641
t20	TRUE	13.187349725490783
t20	TRUE	10.394737034080897
t21	TRUE	7.899440515637039
t21	TRUE	4.431105600978782
t22	TRUE	23.397535301970976
t25	TRUE	23.236108517836524
t25	TRUE	10.962187939374516
t26	TRUE	12.651732142445205
t26	TRUE	11.744032452724397
t26	TRUE	1.2067361058244046
t27	TRUE	22.225169111720483
t27	TRUE	8.52906981592838
t35	FALSE	16.99674667549327
t35	FALSE	5.994252169375443
t36	FALSE	10.279470842713565
t36	FALSE	6.288591364780515
t40	FALSE	21.441523144574646
t40	FALSE	15.668196478480283
t40	FALSE	14.786073457638402
t40	FALSE	10.614825155774732
t41	TRUE	14.2908526547671
t41	TRUE	10.34936150633252
t41	TRUE	1.9164806772122986
t42	TRUE	21.644010346654653
t42	TRUE	19.7373306828475
t42	TRUE	13.64241338641554
t42	TRUE	3.7388445937474373
t43	TRUE	4.977032449469007
t43	TRUE	1.8906165523454916
t44	TRUE	14.623445250135724
t45	TRUE	12.216480080541572
t45	TRUE	10.702704484146437
t45	TRUE	10.655336686913273
t45	TRUE	3.166749421499155
t46	TRUE	18.54993455492827
t46	TRUE	12.697242465284106
t46	TRUE	10.84505571000689
t47	TRUE	13.703440310223982
t47	TRUE	1.4566366227586656
t48	TRUE	3.238503312471323
t54	TRUE	6.561383417478602
t54	TRUE	3.238106038092475
t56	FALSE	6.634650402274332
t60	TRUE	2.9002343390080867
t61	TRUE	0.660774208785952
t62	FALSE	18.69632592859419
t63	TRUE	3.3172612736930276
t65	TRUE	6.142480161402872
t66	FALSE	15.213382213863824
t66	FALSE	14.165009779355032
t66	FALSE	7.474415295256776
t66	FALSE	4.486625536775691
t69	TRUE	9.501910303861706
t70	TRUE	14.635871474385766
t70	TRUE	12.339675443001596
t70	TRUE	9.996400571182875
t70	TRUE	9.27391162184459
t70	TRUE	1.0612578281359006
t71	TRUE	1.04887783370188
t71	TRUE	0.83261326443575
t72	TRUE	4.241750857663476
t72	TRUE	1.5846222888950194
t73	FALSE	11.395343801685677
t74	FALSE	11.221307089198817
t76	TRUE	2.795370146027196
t78	TRUE	0.47573747038281056
t79	TRUE	10.702283372820744
t81	FALSE	12.984597317155135
t81	FALSE	10.170465034644735
t82	TRUE	9.280544917633193
t82	TRUE	7.167309227002221
t85	TRUE	1.8459147016262847
t87	TRUE	5.98746792444539
t90	TRUE	0.11561861654190864
t96	TRUE	9.571118578139945
t96	TRUE	6.1068341285190755
t98	TRUE	1.1648189875609631
t99	FALSE	11.941292299732105
t100	TRUE	6.782526551628287
t103	TRUE	7.432011122255098
t104	TRUE	5.3121654605689415
t106	FALSE	9.405238422497355
t106	FALSE	4.226678147844218
t108	TRUE	4.739879487730029
t108	TRUE	2.8318985427687196
t111	TRUE	5.306623329614801
t114	TRUE	7.8518796013467025
t115	TRUE	0.5886419520637389
t122	TRUE	0.8472619306399238
t123	TRUE	6.60025161366552
t124	TRUE	1.8665492328453368
t125	TRUE	6.3779047872997765
t125	TRUE	0.660670175788546
t125	TRUE	0.15727525540962262
t127	TRUE	2.3674258029208843
t135	TRUE	2.7612321090684446
t136	TRUE	1.376241689049472
