Species	Extant	SampT
t1	FALSE	75.28892191371142
t2	FALSE	79.29629201522914
t3	TRUE	73.22855811069896
t3	TRUE	51.415207238752636
t3	TRUE	46.75889867998311
t3	TRUE	40.40342899214128
t3	TRUE	32.18313266565238
t3	TRUE	31.554536982860014
t3	TRUE	23.338393453417943
t3	TRUE	20.15442881351583
t3	TRUE	18.08607975570731
t3	TRUE	15.603099448092884
t3	TRUE	11.860435997553765
t3	TRUE	6.435137983829378
t3	TRUE	5.136132837691008
t4	FALSE	54.05514587508802
t4	FALSE	49.13774230843698
t4	FALSE	36.88214305225216
t4	FALSE	31.54094442162119
t5	FALSE	66.0461994005376
t6	FALSE	63.80968917403459
t7	TRUE	54.23220270792335
t7	TRUE	53.234209820632984
t7	TRUE	23.46636693348126
t7	TRUE	17.622446700753137
t8	FALSE	67.37233891022858
t8	FALSE	64.0650476036733
t8	FALSE	55.31427923631281
t9	FALSE	64.30020968300757
t10	FALSE	48.57358352701845
t12	FALSE	26.87654099923803
t13	TRUE	7.31906196217497
t14	TRUE	4.723467181107253
t15	FALSE	45.412552868462285
t15	FALSE	32.45067553588207
t15	FALSE	25.42608695140226
t15	FALSE	21.013029083033338
t16	FALSE	51.3244100748721
t16	FALSE	48.20702629118892
t17	FALSE	38.508539593936874
t20	FALSE	44.9718536797166
t20	FALSE	28.859139643257635
t20	FALSE	27.631409125982003
t20	FALSE	21.280535878261702
t21	TRUE	32.02455407396992
t21	TRUE	26.443542241278188
t21	TRUE	14.293763391197558
t21	TRUE	11.072953450260258
t21	TRUE	8.496541752594979
t22	TRUE	46.58936905730514
t22	TRUE	29.778185795528927
t22	TRUE	29.44121233793173
t22	TRUE	23.25198358064715
t22	TRUE	15.330809272782119
t22	TRUE	8.101320431218582
t22	TRUE	3.8503023588339147
t23	FALSE	44.317042234402166
t23	FALSE	36.78014643816565
t25	FALSE	53.00509503922288
t25	FALSE	41.78386539142541
t26	FALSE	53.85002900107757
t26	FALSE	52.76337748586194
t26	FALSE	52.05935539780897
t26	FALSE	51.232324010103476
t26	FALSE	45.749671389691066
t26	FALSE	42.427410101860296
t26	FALSE	31.29936357105018
t26	FALSE	27.57559385692568
t26	FALSE	12.661033483893348
t27	FALSE	28.442998587127832
t27	FALSE	22.402454514961747
t29	FALSE	33.42889654719288
t30	FALSE	24.485376456464927
t30	FALSE	17.782009828548233
t31	FALSE	24.490347425161822
t33	TRUE	33.47125202888785
t33	TRUE	31.814564816882985
t33	TRUE	23.534695856922525
t35	TRUE	44.77392980367149
t35	TRUE	43.322698440058446
t35	TRUE	37.78398931324685
t35	TRUE	35.273291881384495
t35	TRUE	8.463862151424763
t35	TRUE	8.009721049624858
t35	TRUE	7.4253450951788125
t36	FALSE	34.21225694985433
t37	FALSE	32.958730957930214
t39	TRUE	4.2588179195811335
t40	FALSE	10.571394995928543
t41	TRUE	8.103622835432446
t43	TRUE	45.73780413403625
t43	TRUE	41.63374624832983
t43	TRUE	40.337353148136906
t43	TRUE	37.64356282037931
t43	TRUE	27.861582961197158
t44	FALSE	49.95150643999599
t44	FALSE	39.76258579351018
t44	FALSE	28.074699814716155
t45	FALSE	42.00382049979707
t45	FALSE	29.564520631797393
t45	FALSE	27.700470485467832
t47	TRUE	19.65578093609595
t47	TRUE	11.151245009205141
t48	TRUE	25.164940943026004
t48	TRUE	23.31057653205192
t48	TRUE	18.614956689083037
t48	TRUE	14.976615840778663
t49	TRUE	20.133281111733076
t49	TRUE	15.008716968835358
t49	TRUE	13.760913758554523
t49	TRUE	5.023901927720843
t49	TRUE	4.062573530966432
t49	TRUE	1.8766197453010989
t50	FALSE	51.024672884297566
t50	FALSE	50.81435504023525
t50	FALSE	46.76364757706019
t50	FALSE	39.60028792503634
t51	FALSE	33.15512098622615
t51	FALSE	33.105447066660176
t51	FALSE	32.73869358247816
t51	FALSE	29.67977806239128
t51	FALSE	10.454859857940434
t51	FALSE	10.078388323032556
t52	TRUE	45.64121369740056
t52	TRUE	45.36844313475541
t52	TRUE	33.67399911769071
t52	TRUE	14.135229471051844
t52	TRUE	3.1765893524110567
t52	TRUE	0.9918725912988435
t52	TRUE	0.36422829642596355
t57	TRUE	16.23168930102294
t57	TRUE	12.99088576499527
t57	TRUE	7.288817192131333
t57	TRUE	5.905609787018648
t57	TRUE	2.695340837423757
t59	TRUE	0.97447241147136765
t60	TRUE	26.158375567385463
t60	TRUE	21.34219953753194
t60	TRUE	12.108686105519723
t61	FALSE	35.273512095260095
t61	FALSE	23.96326666630958
t61	FALSE	16.338878553111776
t61	FALSE	12.455440195959739
t62	FALSE	29.20956368651575
t62	FALSE	26.263336425007296
t63	FALSE	33.15663329322656
t63	FALSE	16.122224527290427
t63	FALSE	14.085957883736455
t64	FALSE	32.60734908745458
t64	FALSE	29.48710034132769
t66	TRUE	43.76219887265479
t66	TRUE	26.815689840053437
t66	TRUE	24.940970168148397
t66	TRUE	24.533043297207442
t66	TRUE	10.314903053563683
t68	FALSE	5.786653581794809
t68	FALSE	2.5162016820924578
t69	FALSE	32.43704170346726
t69	FALSE	29.651311495197007
t70	FALSE	22.874518810598275
t71	TRUE	23.343002810901126
t71	TRUE	18.002796588758898
t71	TRUE	12.881925414609682
t71	TRUE	11.96630902245171
t73	TRUE	39.63349497868306
t73	TRUE	39.10959948925885
t73	TRUE	33.966376498813055
t73	TRUE	22.134303438437485
t73	TRUE	18.827107513283693
t73	TRUE	16.526118397672974
t73	TRUE	9.15377664268621
t73	TRUE	5.164075357659243
t74	TRUE	26.591167192863452
t74	TRUE	14.293070346494417
t74	TRUE	11.081860362929504
t74	TRUE	1.5314114371838912
t76	FALSE	40.42595610007141
t76	FALSE	32.93854043068795
t76	FALSE	21.923761826377074
t76	FALSE	19.329631650982996
t76	FALSE	17.261417336924573
t77	TRUE	31.26717437550954
t77	TRUE	24.110308360063236
t77	TRUE	21.478060568437677
t77	TRUE	12.002372865556225
t77	TRUE	1.8076103176150298
t79	TRUE	0.9042337044048736
t80	TRUE	13.953469303738189
t80	TRUE	11.324750707693596
t81	FALSE	41.25808871218317
t81	FALSE	36.40089925245695
t81	FALSE	28.382778427586366
t81	FALSE	22.867123302095045
t84	TRUE	21.19328276440509
t85	FALSE	37.85561013396063
t85	FALSE	35.21033823091065
t85	FALSE	29.78126634910231
t86	FALSE	36.72785388624361
t87	TRUE	32.951915288250774
t87	TRUE	26.936331150028735
t87	TRUE	18.341774029052765
t87	TRUE	17.863493227726728
t87	TRUE	16.665080713481785
t87	TRUE	10.40110497027743
t87	TRUE	0.9129588332513521
t90	TRUE	17.225137892628553
t90	TRUE	6.861026836497302
t90	TRUE	3.2966446308947894
t91	FALSE	24.065111855585464
t91	FALSE	20.330004378762432
t91	FALSE	18.225078465026208
t92	TRUE	42.15929384908317
t92	TRUE	40.36658915907297
t92	TRUE	32.22291752022944
t92	TRUE	30.60871524528853
t92	TRUE	24.72739807588301
t92	TRUE	24.433921112467267
t92	TRUE	19.33043211956761
t92	TRUE	18.855491893499952
t93	FALSE	24.510510078576118
t93	FALSE	13.288367092042947
t95	TRUE	28.391860324825927
t95	TRUE	22.69300099642186
t95	TRUE	20.742932871851906
t95	TRUE	14.901278481755242
t95	TRUE	0.5186203660759787
t96	TRUE	10.366489774848176
t97	FALSE	32.67671027081374
t98	FALSE	22.341908594541565
t98	FALSE	22.248422327399567
t100	FALSE	26.861022184660413
t100	FALSE	25.870594939450072
t100	FALSE	23.034505162621187
t100	FALSE	22.361065261216105
t100	FALSE	18.57127282317841
t101	FALSE	32.88268680863437
t102	FALSE	20.684725952533768
t107	FALSE	41.541886129998794
t107	FALSE	24.11014700907316
t107	FALSE	23.425604164151828
t107	FALSE	10.221161687718194
t107	FALSE	9.149388134451073
t108	TRUE	16.77883048260437
t110	TRUE	29.920876410763768
t110	TRUE	21.518663727265583
t110	TRUE	13.333036863252389
t110	TRUE	1.0543942092535303
t111	TRUE	26.85293268071738
t111	TRUE	22.137526209785314
t111	TRUE	20.88123741318143
t113	FALSE	19.427741579176505
t114	FALSE	32.6583236349034
t115	TRUE	10.092468582490113
t115	TRUE	9.339730619633869
t117	TRUE	29.05211532315461
t117	TRUE	23.904615834487956
t117	TRUE	20.950526039248686
t117	TRUE	20.59896456390088
t117	TRUE	4.564480048258261
t117	TRUE	4.191500060268922
t118	FALSE	23.226727930030208
t119	FALSE	20.28753502587078
t119	FALSE	13.786461114084702
t120	TRUE	18.48378783909704
t120	TRUE	18.309946551685243
t120	TRUE	16.40418820339164
t120	TRUE	10.84289113781324
t120	TRUE	1.985719397850417
t122	FALSE	15.418844912798448
t122	FALSE	15.00914940889183
t123	FALSE	27.687511347243955
t123	FALSE	17.59308975791697
