Species	Extant	SampT
t3	FALSE	44.72842921786116
t20	TRUE	21.311766278941576
t29	TRUE	12.152144121741642
t40	TRUE	3.7375829106576717
t46	TRUE	14.480718045506116
t50	TRUE	21.151258601422313
t54	FALSE	8.923411787691869
t78	TRUE	4.454872004422349
t84	TRUE	6.375672628183537
t84	TRUE	0.80913492200213
t102	TRUE	11.358761663376164
t121	TRUE	0.08627255969426528
t126	TRUE	9.815777659774383
t136	TRUE	3.886492685817224
t138	TRUE	10.762683002140655
t138	TRUE	2.784531078831698
t143	FALSE	6.98132340223453
t143	FALSE	5.9156499559517854
t145	FALSE	2.299859463865239
t162	TRUE	0.7907123819553163
t164	TRUE	0.10001929450040592
t169	FALSE	2.713206310787477
t174	TRUE	2.6666637072279187
t190	TRUE	3.3758910058974365
t203	TRUE	7.587485775199461
t221	TRUE	5.3466424253534655
t223	TRUE	6.8408327086641165
t236	TRUE	0.7412974670703392
t237	TRUE	4.8636850569425505
t281	TRUE	4.259013337339596
t295	TRUE	2.6482995840198313
t368	TRUE	3.9913039150907395
t405	TRUE	6.155285279452961
t459	TRUE	0.14659328530446913
t462	TRUE	4.335624214800426
t562	TRUE	1.278948525664454
